video_id,clip_name,ped_id,eval_label,violation_type,cross_action,look,action,start_frame,end_frame,num_frames,has_zebra,has_red_light,has_green_light,is_signalized,is_designated,road_type,num_lanes,intersection,clip_exists
video_0327,video_0327.mp4,0_327_2582b,compliant,,crossing,not-looking,walking,36,149,114,True,False,False,False,True,street,2,yes,True
video_0327,video_0327.mp4,0_327_2583b,compliant,,crossing,not-looking,walking,34,149,116,True,False,False,False,True,street,2,yes,True
video_0328,video_0328.mp4,0_328_2588b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,119,120,False,False,False,False,True,street,2,no,True
video_0330,video_0330.mp4,0_330_2594b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,12,119,108,False,False,False,False,False,street,2,yes,True
video_0330,video_0330.mp4,0_330_2593b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,119,120,False,False,False,False,False,street,2,yes,True
video_0331,video_0331.mp4,0_331_2606b,jaywalking,SIGNAL_VIOLATION,crossing,not-looking,walking,0,196,197,False,True,False,True,True,street,2,yes,True
video_0331,video_0331.mp4,0_331_2597b,jaywalking,SIGNAL_VIOLATION,crossing,not-looking,walking,131,299,169,False,True,False,True,True,street,2,yes,True
video_0331,video_0331.mp4,0_331_2603b,jaywalking,SIGNAL_VIOLATION,crossing,not-looking,walking,0,193,194,False,True,False,True,True,street,2,yes,True
video_0331,video_0331.mp4,0_331_2596b,jaywalking,SIGNAL_VIOLATION,crossing,not-looking,walking,100,293,194,False,True,False,True,True,street,2,yes,True
video_0334,video_0334.mp4,0_334_2617b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,299,300,False,False,False,False,True,street,2,yes,True
video_0335,video_0335.mp4,0_335_2624b,compliant,,crossing,not-looking,walking,0,209,77,True,False,False,False,True,parking_lot,1,yes,True
video_0336,video_0336.mp4,0_336_2625b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,179,180,False,False,False,False,False,street,2,no,True
video_0340,video_0340.mp4,0_340_2656b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,149,150,False,False,False,False,False,street,2,yes,True
video_0341,video_0341.mp4,0_341_2662b,compliant,,crossing,not-looking,walking,0,299,300,True,False,True,True,True,street,4,yes,True
video_0345,video_0345.mp4,0_345_2701b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,128,129,False,False,False,False,True,street,2,yes,True
video_0345,video_0345.mp4,0_345_2700b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,0,136,137,False,False,False,False,True,street,2,yes,True
video_0346,video_0346.mp4,0_346_2703b,jaywalking,NO_CROSSWALK,crossing,not-looking,walking,87,239,153,False,False,False,False,False,street,4,no,True
